"country","iso_country_code","year","civic_activism","se_civicactivism","intergroup_cohesion","se_intergroupcohesion","clubs_and_associations","se_clubsassociations","interpersonal_safety_and_trust","se_safetytrust","gender_equality","se_genderequality","inclusion","se_inclusion"
"Afghanistan","AFG","1990",,,,,,,,,,,,
"Afghanistan","AFG","1995",,,,,,,,,0.2682121,0.0522092,,
"Afghanistan","AFG","2000",,,,,,,,,,,,
"Afghanistan","AFG","2005",0.4788421,0.0092892,0.3414521,0.0073799,,,,,0.6043894,0.0087856,,
"Afghanistan","AFG","2010",0.4783796,0.0119795,0.331686,0.0258133,,,,,0.4272905,0.0301774,,
"Albania","ALB","1990",0.3723597,0.0412651,0.6292339,0.0126248,0.6581619,,,,0.7028518,0.0071283,,
"Albania","ALB","1995",0.3835694,0.0514924,0.6097556,0.0092686,0.5156776,0.0637436,0.5219556,0.0161099,0.6888538,0.0207661,,
"Albania","ALB","2000",0.5370525,0.0371812,0.5250909,0.0072505,0.4320449,0.1062322,0.4629161,0.0456596,0.6391413,0.0297394,0.5118327,0.0093497
"Albania","ALB","2005",0.4893126,0.0138221,0.6213533,0.0042514,0.4171193,0.104376,0.4728707,0.0276837,0.7438284,0.0066161,0.4910081,0.0041339
"Albania","ALB","2010",0.5054785,0.0152223,0.7121593,0.0064102,0.4414004,0.1069243,0.4407619,0.0380072,0.7735471,0.0274329,0.4777566,0.0075937
"Algeria","DZA","1990",0.5073997,0.0063654,0.6383866,0.0080328,0.5237685,,,,0.6402026,0.0090591,,
"Algeria","DZA","1995",0.4984139,0.0155696,0.4885165,0.016795,0.5153307,,,,0.5139683,0.0160083,,
"Algeria","DZA","2000",0.470924,0.0271288,0.4080868,0.0125684,0.5176823,,0.5213195,0.0834792,0.5508683,0.0225566,0.3918767,0.0277908
"Algeria","DZA","2005",0.4725454,0.0149591,0.5475346,0.0071294,0.5416399,,0.4817382,0.0847994,0.6720503,0.0065533,0.4280903,0.0139598
"Algeria","DZA","2010",0.4702127,0.0205479,0.6000249,0.0063951,0.5256384,,0.4075951,0.103704,0.6132583,0.026916,0.3891068,0.0123715
"American Samoa","ASM","1990",,,,,,,,,,,,
"American Samoa","ASM","1995",,,,,,,,,,,,
"American Samoa","ASM","2000",,,,,,,,,,,,
"American Samoa","ASM","2005",,,,,,,,,,,,
"American Samoa","ASM","2010",,,,,,,,,,,,
"Andorra","AND","1990",,,,,,,,,,,,
"Andorra","AND","1995",,,,,,,,,,,,
"Andorra","AND","2000",,,,,,,,,,,,
"Andorra","AND","2005",0.6207097,0.0054594,,,0.5665603,,,,0.7599557,0.0171228,0.6139297,0.0151824
"Andorra","AND","2010",0.6246892,1.594E-4,,,0.5865179,,,,,,0.6272392,0.0138233
"Angola","AGO","1990",0.3117349,0.0595324,0.4692975,0.0152662,,,,,0.7202318,0.0134117,,
"Angola","AGO","1995",0.3271495,0.0680395,0.4764875,0.0105206,,,,,0.6844206,0.0368082,,
"Angola","AGO","2000",0.3315547,0.026987,0.3980573,0.0146299,,,,,0.5997357,0.0320348,,
"Angola","AGO","2005",0.4537711,0.0171814,0.57161,0.0069213,,,,,0.6956481,0.0141616,0.3916905,0.0065501
"Angola","AGO","2010",0.4453379,0.0263713,0.7035817,0.0066148,,,,,0.6398064,0.0518035,0.3443724,0.0129322
"Antigua and Barbuda","ATG","1990",,,,,,,,,,,,
"Antigua and Barbuda","ATG","1995",,,,,,,,,,,,
"Antigua and Barbuda","ATG","2000",,,,,,,,,,,,
"Antigua and Barbuda","ATG","2005",,,,,,,,,,,,
"Antigua and Barbuda","ATG","2010",,,,,,,,,0.7476539,0.0760564,,
"Argentina","ARG","1990",0.6029249,0.0760179,0.6892691,0.0048666,0.2946772,0.0106306,0.5388591,0.0248146,0.7626607,0.0143501,0.8510288,0.0380085
"Argentina","ARG","1995",0.5917525,0.0492134,0.6278437,0.0133783,0.4404174,0.0278914,0.519287,0.0163906,0.7319853,0.0249152,0.7182053,0.0281969
"Argentina","ARG","2000",0.5448428,0.0411454,0.5054083,0.0071943,0.4558775,0.0334365,0.474153,0.0338914,0.7031347,0.0303602,0.530691,0.0228698
"Argentina","ARG","2005",0.5296072,0.0186289,0.6115441,0.0044918,0.4116356,0.0460679,0.4028139,0.0398625,0.7615544,0.0098202,0.5046833,0.0205198
"Argentina","ARG","2010",0.5324716,0.0164329,0.7274255,0.003737,0.4227101,0.0464424,0.3673457,0.0471398,0.882332,0.0579037,0.5379708,0.0168731
"Armenia","ARM","1990",0.3629996,0.0791069,,,,,,,0.6766127,0.0403944,,
"Armenia","ARM","1995",0.4287956,0.0793841,,,,,,,0.6992524,0.0281359,,
"Armenia","ARM","2000",0.4100556,0.0345967,,,,,0.6190054,0.0247999,0.7114976,0.03756,,
"Armenia","ARM","2005",0.4471357,0.0175027,0.6056949,0.0058032,,,0.5425295,0.0303262,0.7686059,0.0101031,,
"Armenia","ARM","2010",0.4471763,0.0316221,0.7196763,0.0032257,0.3475014,,0.5659232,0.0582917,0.8587527,0.0518727,0.4889165,0.0186781
"Aruba","ABW","1990",,,,,,,,,,,,
"Aruba","ABW","1995",,,,,,,,,,,,
"Aruba","ABW","2000",,,,,,,,,,,,
"Aruba","ABW","2005",,,,,,,,,,,,
"Aruba","ABW","2010",,,,,,,,,0.9264187,0.0396856,,
"Australia","AUS","1990",0.7887293,0.0567336,0.7087893,0.0081978,0.658452,,0.5372109,0.0111731,0.7600268,0.0070251,,
"Australia","AUS","1995",0.8324339,0.0396408,0.7005184,0.0066689,0.5474222,0.0063862,0.5520416,0.0157083,0.7964317,0.0228376,0.7328687,0.006995
"Australia","AUS","2000",0.6465578,0.0444447,0.5849823,0.0051166,0.5419554,0.0438737,0.5935448,0.1036482,0.7787948,0.0238066,,
"Australia","AUS","2005",0.6139997,0.0341183,0.6109032,0.0066884,0.573909,0.0921436,0.5054911,0.0800339,0.7865351,0.0110064,0.5434586,0.0078186
"Australia","AUS","2010",0.6552913,0.0582106,0.7436885,0.0045432,0.5823432,0.0995039,0.5151305,0.0815883,0.8956786,0.0367696,0.5682566,0.0113536
"Austria","AUT","1990",0.6450182,0.0719486,,,0.4541975,,0.5474603,0.0039516,0.7229185,0.0082186,0.7153036,0.0309751
"Austria","AUT","1995",0.7555879,0.0534406,,,0.5273054,0.0422777,0.5737648,0.0207553,0.7433822,0.0122663,,
"Austria","AUT","2000",0.6016369,0.0296258,,,0.5290987,0.0399698,0.6546959,0.0690619,0.7591095,0.0207443,0.5691326,0.0025503
"Austria","AUT","2005",0.5884327,0.0289979,0.6776063,0.0082484,0.5593496,0.1001365,0.5344223,0.0621744,0.7737719,0.0067257,0.5330606,0.0066036
"Austria","AUT","2010",0.581172,0.0248609,0.7679477,0.0053812,0.513332,0.0755831,0.5928499,0.0410453,0.8430825,0.0294137,0.5286817,0.009064
"Azerbaijan","AZE","1990",0.1309313,0.0666797,,,,,,,0.7125477,0.0128835,,
"Azerbaijan","AZE","1995",0.2900968,0.0704439,,,0.427173,,0.5226808,0.0175367,0.7010773,0.0167856,0.6424168,0.0186388
"Azerbaijan","AZE","2000",0.4553171,0.0453096,0.518338,0.0058488,0.3937203,0.0938403,0.6215087,0.0341522,0.6571644,0.0309348,,
"Azerbaijan","AZE","2005",0.4714446,0.0304024,0.5661909,0.0037546,0.3475457,0.1069735,0.5477082,0.0663964,0.7492009,0.0088791,0.4922243,0.0127721
"Azerbaijan","AZE","2010",0.5258896,0.0515604,0.6657609,0.0043676,0.4522191,0.0136307,0.5213762,0.0897658,0.7415617,0.0599998,0.4792655,0.01132
"Bahamas, The","BHS","1990",0.5057717,0.057252,,,,,,,0.7742291,0.0112872,,
"Bahamas, The","BHS","1995",0.5244491,0.0757671,,,,,0.4918467,0.0177779,,,,
"Bahamas, The","BHS","2000",0.6083007,0.0785561,,,,,0.3381941,0.0369799,0.7224407,0.0207219,,
"Bahamas, The","BHS","2005",0.5506808,0.0697113,0.6411003,0.0055008,,,0.3677518,0.0841978,0.732766,0.0115082,,
"Bahamas, The","BHS","2010",0.571578,0.0833336,0.7472006,0.0053876,,,,,0.8221367,0.0352116,,
"Bahrain","BHR","1990",0.5098479,0.056632,0.658227,0.0049941,,,,,0.6800424,0.0180589,,
"Bahrain","BHR","1995",0.4744563,0.0687423,0.608723,0.0090404,,,,,0.5960949,0.0342453,,
"Bahrain","BHR","2000",0.5949943,0.0685572,0.5732272,0.0027108,,,,,0.6161017,0.0426306,,
"Bahrain","BHR","2005",0.524004,0.0444488,0.5838829,0.0029294,,,0.5253205,0.0800495,0.6888177,0.0150487,0.4377689,0.0192291
"Bahrain","BHR","2010",0.5112155,0.0307856,0.7056142,0.0062595,,,0.5370778,0.1020335,0.6149487,0.0518441,0.3956362,0.0396745
"Bangladesh","BGD","1990",0.3879667,0.07595,0.5249203,0.0094256,0.6700477,,,,0.633346,0.0149012,,
"Bangladesh","BGD","1995",0.4474775,0.0959139,0.5710874,0.0144654,0.5302969,,,,0.5964498,0.0259908,0.4836004,0.0283076
"Bangladesh","BGD","2000",0.4189169,0.0685704,0.507412,0.0105229,0.567458,,0.5020287,0.0547015,0.5627257,0.0105526,0.4392582,0.0074998
"Bangladesh","BGD","2005",0.4395895,0.0304884,0.4300469,0.0133178,0.6325921,,0.3766784,0.0831886,0.6752955,0.0058125,0.4047375,0.0104727
"Bangladesh","BGD","2010",0.4231464,0.0424398,0.4932584,0.0114853,0.6949251,,0.4230374,0.0694704,0.5972347,0.0110291,0.3607562,0.0109767
"Barbados","BRB","1990",0.6396299,0.0850666,,,,,,,0.7866301,0.0044177,,
"Barbados","BRB","1995",0.658087,0.1035243,,,,,,,0.7942718,0.0188011,,
"Barbados","BRB","2000",0.58316,0.0442878,,,,,0.4901862,0.0162204,0.7307335,0.0185653,,
"Barbados","BRB","2005",0.528289,0.035228,,,,,0.393762,0.0296701,0.7747168,0.0111187,,
"Barbados","BRB","2010",0.5405292,0.0436673,,,,,,,0.8788525,0.0276918,,
"Belarus","BLR","1990",0.4992082,0.1270986,,,0.286872,,,,0.7550318,0.0145624,,
"Belarus","BLR","1995",0.465178,0.0716382,,,0.4414901,0.0139835,0.5221334,0.0066441,0.7505464,0.018819,0.6081372,0.0201418
"Belarus","BLR","2000",0.4694729,0.0227678,0.5486987,0.0018616,0.4007456,0.0301905,0.5486657,0.0833382,0.7679468,0.0221348,0.5236864,0.0154179
"Belarus","BLR","2005",0.4874557,0.0098385,0.5902764,0.0046589,0.3560156,0.0457966,0.497863,0.0662498,0.7579867,0.0082842,0.48486,0.0169607
"Belarus","BLR","2010",0.4887211,0.0105622,0.6972551,0.0028924,0.3889157,0.0278273,0.5407177,0.0612859,0.8762004,0.0361998,0.5033446,0.0173958
"Belgium","BEL","1990",0.7201352,0.10998,,,0.5899173,0.0256292,0.5534641,0.0045491,0.7442319,0.008411,0.5253331,0.0145989
"Belgium","BEL","1995",0.742914,0.0888793,,,0.5180584,0.0264811,0.5691223,0.016143,0.7945209,0.0248796,,
"Belgium","BEL","2000",0.6171426,0.065777,,,0.5300384,0.042158,0.6653484,0.0410617,0.7952256,0.0261152,0.4967945,0.0121361
"Belgium","BEL","2005",0.6091767,0.0714394,0.6567103,0.0078128,0.5529611,0.0466884,0.5716425,0.0216419,0.7723233,0.0122703,0.5019333,0.0108666
"Belgium","BEL","2010",0.6042103,0.0482877,0.7589362,0.0054459,0.5736268,0.1008571,0.6089576,0.0156411,0.7795402,0.0483542,0.5320152,0.0149119
"Belize","BLZ","1990",0.4930574,0.0780596,,,,,,,0.737523,0.0168586,,
"Belize","BLZ","1995",0.5728413,0.1650149,,,,,,,0.6977264,0.0301842,,
"Belize","BLZ","2000",0.4715649,0.049394,,,,,,,0.6406886,0.0187548,,
"Belize","BLZ","2005",,,,,,,,,0.7459491,0.0128689,,
"Belize","BLZ","2010",,,,,,,,,0.7286456,0.0474943,,
"Benin","BEN","1990",0.3903637,0.0619387,,,,,,,0.6407421,0.0279761,,
"Benin","BEN","1995",0.4122318,0.0465067,,,,,,,0.5769252,0.0318876,,
"Benin","BEN","2000",0.4738274,0.0076848,,,,,,,0.5704873,0.0270502,,
"Benin","BEN","2005",0.4919061,0.002178,,,,,0.3729568,0.0878421,0.6776255,0.0168028,,
"Benin","BEN","2010",0.4976434,0.0039878,,,,,,,0.5698999,0.0592595,,
"Bermuda","BMU","1990",,,,,,,,,,,,
"Bermuda","BMU","1995",,,,,,,0.5407161,0.0154913,,,,
"Bermuda","BMU","2000",,,,,,,0.5584186,0.0736305,,,,
"Bermuda","BMU","2005",0.5429014,0.0362567,,,,,,,,,,
"Bermuda","BMU","2010",0.5615575,0.0447775,,,,,,,,,,
"Bhutan","BTN","1990",0.3004037,0.0099569,,,,,,,,,,
"Bhutan","BTN","1995",0.2619276,0.0266332,,,,,,,0.6595045,0.0310091,,
"Bhutan","BTN","2000",0.3133776,0.024644,,,,,,,0.6485024,0.0263786,,
"Bhutan","BTN","2005",0.4438318,0.0437827,0.5385733,0.0144081,,,0.5656821,0.0381753,0.6995367,0.0142476,,
"Bhutan","BTN","2010",0.4234932,0.0592456,0.6713053,0.0107387,,,0.5687109,0.0109239,0.7185581,0.052317,,
"Bolivia","BOL","1990",0.5531829,0.0651238,0.5335984,0.0083314,,,,,0.7042933,0.0093799,,
"Bolivia","BOL","1995",0.5470453,0.0274935,0.5648347,0.0038888,0.5138497,0.0494558,0.5039927,0.0118208,0.647828,0.0167386,,
"Bolivia","BOL","2000",0.5095994,0.0211976,0.4537686,0.0066691,0.5054955,0.0887645,0.3987896,0.0564388,0.6388732,0.0284589,0.4656983,0.0093726
"Bolivia","BOL","2005",0.5035059,0.0078568,0.4855951,0.0091576,0.5425945,0.1438726,0.3411794,0.0568045,0.7262124,0.0062421,0.4313056,0.0088182
"Bolivia","BOL","2010",0.5192223,0.011123,0.6095971,0.0072055,0.5064035,0.1122702,0.3962064,0.0460006,0.7445733,0.0269944,0.3997439,0.0102063
"Bosnia and Herzegovina","BIH","1990",0.3876647,0.0304896,,,,,,,,,,
"Bosnia and Herzegovina","BIH","1995",0.3689067,0.0706506,,,,,,,,,,
"Bosnia and Herzegovina","BIH","2000",0.4968125,0.0414234,,,0.5070409,,0.5440804,0.0537138,0.7444738,0.0186206,0.5101771,0.0121855
"Bosnia and Herzegovina","BIH","2005",0.5116073,0.0339765,0.5590659,0.0073062,0.527796,,0.457817,0.0512726,0.7595166,0.005721,0.463979,0.0132463
"Bosnia and Herzegovina","BIH","2010",0.5110117,0.028686,0.6769835,0.0064308,0.5058353,,0.4438751,0.0577046,0.9060876,0.0246355,0.4592718,0.0234661
"Botswana","BWA","1990",0.4004218,0.0412673,0.6947424,0.0056496,,,,,0.7129586,0.0181296,,
"Botswana","BWA","1995",0.4442744,0.0050689,0.6701635,0.0041787,0.5097213,,0.5183707,0.0087538,0.6909147,0.0364524,,
"Botswana","BWA","2000",0.4819205,0.0232197,0.5909491,0.0063712,0.5311825,0.0168072,0.4672369,0.0324275,0.6366227,0.0362072,0.5353393,0.0095002
"Botswana","BWA","2005",0.4882057,0.0083955,0.6422513,0.0072381,0.465357,0.0343883,0.4193093,0.0536065,0.7046267,0.0203323,0.4834303,0.0050636
"Botswana","BWA","2010",0.495667,0.0156028,0.7631928,0.0063473,0.4280647,0.0764809,0.3980689,0.0586103,0.7509608,0.1000822,0.4679979,0.0044952
"Brazil","BRA","1990",0.5870703,0.0360451,0.6425136,0.0082634,0.4396201,0.0154183,0.4769334,0.0267245,0.7377071,0.010469,0.6905302,0.0439146
"Brazil","BRA","1995",0.5721375,0.0297589,0.6306783,0.0044722,0.4978861,0.0363592,0.4884216,0.0117632,0.663002,0.019004,0.5545957,0.0394017
"Brazil","BRA","2000",0.5302535,0.0269493,0.4973907,0.0094262,0.5024506,0.0620797,0.3488213,0.0572665,0.6686251,0.0343202,0.4213451,0.014838
"Brazil","BRA","2005",0.5203285,0.0206919,0.5778142,0.0094506,0.5236072,0.0694001,0.2650278,0.0555532,0.7726226,0.0113014,0.4181655,0.0074251
"Brazil","BRA","2010",0.5239012,0.0199781,0.7034328,0.0053888,0.4920111,0.1137014,0.2855594,0.0451122,0.8642111,0.0310285,0.4224894,0.0133926
"Brunei Darussalam","BRN","1990",0.4367276,0.0383236,,,,,,,0.6906909,0.0137174,,
"Brunei Darussalam","BRN","1995",,,,,,,,,0.5889518,0.0283467,,
"Brunei Darussalam","BRN","2000",0.4736927,0.0675778,,,,,,,0.6149068,0.0286779,,
"Brunei Darussalam","BRN","2005",,,0.652186,0.0123285,,,0.6004536,0.0506289,0.7017326,0.0109964,,
"Brunei Darussalam","BRN","2010",,,0.739654,0.0086269,,,,,0.7358515,0.0389153,,
"Bulgaria","BGR","1990",0.5540501,0.0025494,0.6687601,0.0086684,0.4393007,,0.5399659,0.0039543,0.7613925,0.0078627,0.4622394,0.0676056
"Bulgaria","BGR","1995",0.5613194,0.0349981,0.6772577,0.0081483,0.4423642,0.0049376,0.5261321,0.0158171,0.7292904,0.0265937,0.4480191,0.0237851
"Bulgaria","BGR","2000",0.5494245,0.0139114,0.5796739,0.0040131,0.3772183,0.0298741,0.541697,0.0494044,0.7185178,0.0322469,0.4519969,0.008806
"Bulgaria","BGR","2005",0.5197786,0.0100664,0.6153882,0.0062746,0.3579933,0.005248,0.4499097,0.0549053,0.7699357,0.006614,0.4665926,0.0116145
"Bulgaria","BGR","2010",0.5210389,0.0134277,0.7132741,0.0133339,0.3749065,0.0040289,0.4402133,0.0514076,0.9117231,0.0248751,0.4798532,0.0135345
"Burkina Faso","BFA","1990",0.4247441,0.0572467,,,,,,,0.6832953,0.0213987,,
"Burkina Faso","BFA","1995",0.3710277,0.0537563,,,,,,,0.4432536,0.0820448,,
"Burkina Faso","BFA","2000",0.4291412,0.0268324,,,,,,,0.5742849,0.0460353,,
"Burkina Faso","BFA","2005",0.4635753,0.0127733,0.5648549,0.0125473,0.4236101,,0.2742646,0.0819732,0.6808703,0.0183911,0.4872875,0.0221957
"Burkina Faso","BFA","2010",0.4809552,0.0294792,0.7122966,0.004621,0.4294628,0.2469117,0.3278024,0.0695187,0.6268421,0.059435,0.4550464,0.0262654
"Burundi","BDI","1990",0.3485376,0.0306587,,,,,,,0.7201653,0.025175,,
"Burundi","BDI","1995",0.3301716,0.0147986,,,,,,,0.5990931,0.0555135,,
"Burundi","BDI","2000",0.3954287,0.0192451,,,,,,,0.6081017,0.0612789,,
"Burundi","BDI","2005",0.4451306,0.0153333,0.4341657,0.0195132,,,0.3381256,0.0820624,0.6940224,0.0258063,,
"Burundi","BDI","2010",0.4309321,0.0222687,0.629729,0.0086838,,,,,0.6603187,0.0964815,,
"Cambodia","KHM","1990",0.3240202,0.0176439,,,,,,,,,,
"Cambodia","KHM","1995",0.2971112,0.0078662,,,,,,,0.6619738,0.048704,,
"Cambodia","KHM","2000",0.3694558,0.0027738,,,0.8564785,,0.5019325,0.0426242,0.6596571,0.0518254,,
"Cambodia","KHM","2005",0.4448927,3.824E-4,0.5854051,0.0051048,0.8600227,,0.3931804,0.0641778,0.7434248,0.0156684,,
"Cambodia","KHM","2010",0.4317625,0.0038485,0.6698397,0.007328,0.8541453,,0.3573701,0.0603933,0.7658386,0.0564181,,
"Cameroon","CMR","1990",0.4631496,0.0399397,0.5796284,0.0093274,,,,,0.6710956,0.0069649,,
"Cameroon","CMR","1995",0.4147224,0.0526658,0.6096833,0.0111534,,,,,0.5663909,0.022339,,
"Cameroon","CMR","2000",0.4513865,0.0324938,0.5410616,0.0045459,,,,,0.5297209,0.0176242,,
"Cameroon","CMR","2005",0.4736795,0.0135676,0.5578468,0.0071647,,,0.265433,0.0393523,0.6372665,0.0155214,0.4060891,0.0056982
"Cameroon","CMR","2010",0.4709746,0.0180359,0.6664454,0.008344,,,0.2792982,0.034742,0.4499802,0.0471249,0.403681,0.0127928
"Canada","CAN","1990",0.8141086,0.0164476,0.683748,0.0083332,0.6483924,0.0075008,0.5428056,0.0135753,0.7802539,0.0096773,0.7858655,0.0353928
"Canada","CAN","1995",0.7742385,0.062506,0.6994429,0.0066627,0.5432664,0.0130689,0.5630338,0.0194095,0.8067265,0.0214788,0.5602623,0.0225793
"Canada","CAN","2000",0.6380321,0.029091,0.5910616,0.006894,0.5548347,0.009248,0.6277242,0.0739305,0.8319358,0.024215,0.5626981,0.0167092
"Canada","CAN","2005",0.6048245,0.0286199,0.6501841,0.0069641,0.5972713,0.023172,0.5178491,0.0744843,0.807352,0.0080505,0.5315558,0.0097328
"Canada","CAN","2010",0.6099301,0.0264017,0.7625129,0.0056558,0.617475,0.0172884,0.6005836,0.0327411,1.021402,0.0287195,0.5461761,0.0132383
"Cape Verde","CPV","1990",0.3746982,0.0301158,,,,,,,,,,
"Cape Verde","CPV","1995",0.3471581,0.0322836,,,,,,,0.6646568,0.0121065,,
"Cape Verde","CPV","2000",0.4025728,0.0410665,,,,,,,0.6705625,0.0331293,,
"Cape Verde","CPV","2005",0.4786854,0.029623,,,0.2468093,,0.4272806,0.0525244,0.7292027,0.0082948,0.5014563,0.0034493
"Cape Verde","CPV","2010",0.4940754,0.0552026,,,0.45491,,0.4248017,0.0265096,0.7609549,0.019917,0.3574012,0.0315557
"Cayman Islands","CYM","1990",,,,,,,,,,,,
"Cayman Islands","CYM","1995",,,,,,,,,,,,
"Cayman Islands","CYM","2000",,,,,,,,,,,,
"Cayman Islands","CYM","2005",,,,,,,,,,,,
"Cayman Islands","CYM","2010",,,,,,,,,,,,
"Central African Republic","CAF","1990",0.3754137,0.0237847,,,,,,,0.6753112,0.0207534,,
"Central African Republic","CAF","1995",0.3399801,0.0261596,,,,,,,0.6112083,0.041273,,
"Central African Republic","CAF","2000",0.3974021,0.0089818,,,,,,,0.5397138,0.0419579,,
"Central African Republic","CAF","2005",,,,,,,,,0.6528314,0.0210047,,
"Central African Republic","CAF","2010",,,0.6066468,0.0097361,,,,,0.5675973,0.0646951,,
"Chad","TCD","1990",0.338917,0.0247349,,,,,,,0.6415087,0.0445579,,
"Chad","TCD","1995",0.3029964,0.0206488,,,,,,,0.4834743,0.0674742,,
"Chad","TCD","2000",0.3826953,0.0152042,,,,,,,0.5274456,0.0456616,,
"Chad","TCD","2005",0.4315641,2.179E-4,0.5179879,0.0097875,,,,,0.6278841,0.0250407,,
"Chad","TCD","2010",0.411427,0.0010508,0.5120078,0.0378332,,,,,0.4440148,0.0750176,,
"Channel Islands","","1990",,,,,,,,,,,,
"Channel Islands","","1995",,,,,,,,,,,,
"Channel Islands","","2000",,,,,,,,,,,,
"Channel Islands","","2005",,,,,,,,,,,,
"Channel Islands","","2010",,,,,,,,,,,,
"Chile","CHL","1990",0.548922,0.0399931,0.5449672,0.0118292,0.4502414,,0.5423921,0.0082289,0.7484806,0.0153634,0.505149,0.0325091
"Chile","CHL","1995",0.5217741,0.0348568,0.6700842,0.0065128,0.4989175,0.0243756,0.5317222,0.0147519,0.6656154,0.0236781,0.6368642,0.0265083
"Chile","CHL","2000",0.5271314,0.0399097,0.5495041,0.0054699,0.5075546,0.0272672,0.5365179,0.0593481,0.5910579,0.0185915,0.5292295,0.0129676
"Chile","CHL","2005",0.52559,0.0170923,0.6459142,0.0084093,0.4801356,0.0667965,0.440946,0.0752044,0.7309749,0.009765,0.5014851,0.0125981
"Chile","CHL","2010",0.5241301,0.0158407,0.7406178,0.0049368,0.4134082,0.0931569,0.4179127,0.0734513,0.8142381,0.046414,0.5207562,0.0133573
"China","CHN","1990",0.5078247,0.0033462,0.6767955,0.0065893,0.6378348,0.0567049,0.5811556,0.0097691,0.6869497,0.013694,0.8106111,0.0425283
"China","CHN","1995",0.516732,0.012647,0.6520188,0.0051425,0.5235305,0.0559524,0.5979372,0.0166366,0.6950117,0.0209946,0.5789914,0.0301005
"China","CHN","2000",0.5179245,0.0454765,0.5708383,0.004458,0.5109674,0.0976065,0.670001,0.0747951,0.6807824,0.0296146,0.5178099,0.0137948
"China","CHN","2005",0.4912469,0.0134018,0.5807054,0.0132153,0.5848752,0.2435005,0.5454771,0.0953386,0.713221,0.0077522,0.4533704,0.0237929
"China","CHN","2010",0.4952387,0.0150992,0.6430367,0.0130524,0.5711432,0.2885316,0.577747,0.1047855,0.7383488,0.0372745,0.4401178,0.029007
"Colombia","COL","1990",0.5403851,0.0166332,0.4879474,0.0193868,,,,,0.7310729,0.0140773,,
"Colombia","COL","1995",0.541217,0.02438,0.5141329,0.014644,0.4599393,0.0231095,0.4915593,0.0136873,0.7316896,0.0344303,0.6156043,0.03334
"Colombia","COL","2000",0.52582,0.0329235,0.353343,0.0208638,0.4478884,0.0694726,0.3015954,0.0815345,0.6696495,0.0353506,0.5000573,0.0056167
"Colombia","COL","2005",0.4975491,0.0134633,0.4374268,0.0150584,0.3958791,0.1374376,0.2461876,0.0382951,0.7504969,0.0136613,0.4698828,0.0177687
"Colombia","COL","2010",0.5045993,0.0170904,0.5785936,0.0039124,0.4560663,0.1564422,0.2968066,0.0612265,0.8065356,0.0534125,0.4814463,0.0222706
"Comoros","COM","1990",0.3663467,0.028104,,,,,,,,,,
"Comoros","COM","1995",0.3609194,0.0461319,,,,,,,,,,
"Comoros","COM","2000",0.4384682,0.0614585,,,,,,,0.6218699,0.0247328,,
"Comoros","COM","2005",0.459599,0.0375723,,,,,,,0.7117169,0.0158251,,
"Comoros","COM","2010",0.4485486,0.0540646,,,,,,,0.7371829,0.0378824,,
"Congo, Dem. Rep.","COD","1990",0.478478,0.0160452,0.5250863,0.0133603,,,,,0.6585429,0.0140518,,
"Congo, Dem. Rep.","COD","1995",0.4914428,0.001419,0.5440432,0.0116304,,,,,0.5170311,0.040993,,
"Congo, Dem. Rep.","COD","2000",0.3907253,0.0343839,0.4825032,0.002865,,,,,0.5282663,0.021384,,
"Congo, Dem. Rep.","COD","2005",0.4480692,0.0122708,0.483624,0.0089977,,,,,0.6472402,0.0100601,0.3847806,0.021328
"Congo, Dem. Rep.","COD","2010",0.4418541,0.0189601,0.5386005,0.0067218,,,,,0.4534417,0.0478504,0.3538145,0.0305284
"Congo, Rep.","COG","1990",0.4094445,0.0501086,0.6619015,0.0041217,,,,,0.6875399,0.0103794,,
"Congo, Rep.","COG","1995",0.3723759,0.0501745,0.5455944,0.0036367,,,,,0.5967249,0.0295065,,
"Congo, Rep.","COG","2000",0.4090469,0.0293846,0.4596362,0.0077686,,,,,0.5176698,0.0347647,,
"Congo, Rep.","COG","2005",0.4559734,0.004639,0.5393621,0.0066377,,,,,0.6789432,0.0097147,0.4203549,0.0028808
"Congo, Rep.","COG","2010",0.4516179,0.0048214,0.6537483,0.00354,,,,,0.5897874,0.0411736,0.4029644,0.0074291
"Costa Rica","CRI","1990",0.5334451,0.0475907,0.681807,0.0040519,0.4432709,,0.5266144,0.0055434,0.7375719,0.0157238,,
"Costa Rica","CRI","1995",0.5255421,0.0262536,0.6296941,0.0020324,0.5089418,0.0310827,0.5184891,0.009646,0.7300577,0.0275055,,
"Costa Rica","CRI","2000",0.541572,0.0553541,0.579381,0.0039527,0.4930131,0.0572186,0.495617,0.0523497,0.7143245,0.029616,0.5139679,0.0137808
"Costa Rica","CRI","2005",0.5041409,0.0082237,0.6347786,0.0050672,0.4900004,0.0713282,0.4384121,0.0434901,0.7565239,0.0145617,0.4987199,0.0155156
"Costa Rica","CRI","2010",0.507437,0.0089723,0.7538661,0.0044423,0.515255,0.0298137,0.4596496,0.0408124,0.8481158,0.0531325,0.4887299,0.0175082
"Cote d'Ivoire","CIV","1990",0.4606394,0.0697446,0.670455,0.0055538,,,,,0.6543978,0.0073381,,
"Cote d'Ivoire","CIV","1995",0.4447283,0.0544701,0.6588479,0.0048753,,,,,0.5653356,0.0367082,,
